"Medicare Part D Opioid Prescribing Rates from Calendar Year 2016,",,,,,,,,,,,
by ZIP Code,,,,,,,,,,,
,,,,,,,,,,,
,,,Calendar Year 2016,,,,,,,Change in Opioid Prescribing Rates 2013 to 2016,
State Name,State Abbreviation,ZIP Code,Part D Prescribers,Part D Opioid Prescribers,Opioid Claims,Extended Release Opioid Claims,Overall Claims,Opioid Prescribing Rate,Extended Release Opioid Prescribing Rate,Change in Opioid Prescribing Rate,Change in Extended Release Opioid Prescribing Rate 
New Jersey,NJ,08551,2,1,133,33,660,20.15,24.81,1.89,-3.63
New Jersey,NJ,08553,1,0,0,0,127,0.00,0.00,-6.91,0.00
New Jersey,NJ,08554,1,1,161,0,"4,194",3.84,0.00,-0.08,0.00
New Jersey,NJ,08558,27,1,113,0,"11,426",0.99,0.00,0.12,0.00
New Jersey,NJ,08559,2,1,18,0,"1,010",1.78,0.00,-2.29,0.00
New Jersey,NJ,08560,3,0,0,0,"1,866",0.00,0.00,0.00,0.00
New Jersey,NJ,08562,1,0,0,0,89,0.00,0.00,0.00,0.00
New Jersey,NJ,08608,7,0,0,0,"4,454",0.00,0.00,0.00,0.00
New Jersey,NJ,08609,13,3,259,0,"22,416",1.16,0.00,-1.13,0.00
New Jersey,NJ,08610,35,20,"2,656",72,"84,025",3.16,2.71,-0.71,2.71
New Jersey,NJ,08611,7,2,329,0,"12,786",2.57,0.00,-2.01,0.00
New Jersey,NJ,08618,73,26,"2,464",102,"65,577",3.76,4.14,-0.16,1.25
New Jersey,NJ,08619,200,86,"12,422",840,"232,666",5.34,6.76,-1.14,1.72
New Jersey,NJ,08620,2,1,32,0,198,16.16,0.00,11.05,0.00
New Jersey,NJ,08628,59,18,"4,129",163,"89,492",4.61,3.95,0.11,1.16
New Jersey,NJ,08629,38,16,815,73,"14,217",5.73,8.96,0.02,6.57
New Jersey,NJ,08638,129,62,"6,571",302,"143,485",4.58,4.60,0.40,3.79
New Jersey,NJ,08640,9,0,0,0,"3,547",0.00,0.00,-3.41,0.00
New Jersey,NJ,08641,9,3,64,0,"1,447",4.42,0.00,-27.78,-10.97
New Jersey,NJ,08648,232,91,"12,486",999,"227,630",5.49,8.00,0.69,5.58
New Jersey,NJ,08690,190,76,"12,649",869,"283,773",4.46,6.87,-0.03,0.66
New Jersey,NJ,08691,46,20,"1,778",52,"63,709",2.79,2.92,1.18,2.92
New Jersey,NJ,08701,212,89,"9,935",368,"357,531",2.78,3.70,-0.75,1.69
New Jersey,NJ,08720,1,1,26,0,188,13.83,0.00,-8.55,0.00
New Jersey,NJ,08721,20,6,"1,568",214,"29,603",5.30,13.65,4.24,13.65
New Jersey,NJ,08722,2,0,0,0,139,0.00,0.00,0.00,0.00
New Jersey,NJ,08723,85,35,"2,119",50,"77,940",2.72,2.36,-0.87,0.12
New Jersey,NJ,08724,226,116,"14,215",784,"332,567",4.27,5.52,-0.42,1.12
New Jersey,NJ,08730,9,1,27,0,702,3.85,0.00,1.36,0.00
New Jersey,NJ,08731,41,17,"2,519",90,"58,911",4.28,3.57,-1.61,1.38
New Jersey,NJ,08733,6,3,960,29,"21,722",4.42,3.02,-0.31,-0.90
New Jersey,NJ,08734,8,4,687,14,"18,393",3.74,2.04,-0.50,2.04
New Jersey,NJ,08735,6,0,0,0,482,0.00,0.00,-3.10,0.00
New Jersey,NJ,08736,91,53,"6,472",669,"67,827",9.54,10.34,0.84,2.86
New Jersey,NJ,08741,2,1,16,0,341,4.69,0.00,0.65,0.00
New Jersey,NJ,08742,27,11,"1,322",12,"49,414",2.68,0.91,-1.17,-2.28
New Jersey,NJ,08750,44,17,"1,548",121,"68,993",2.24,7.82,0.01,4.09
New Jersey,NJ,08752,1,0,0,0,479,0.00,0.00,0.00,0.00
New Jersey,NJ,08753,217,86,"7,643",448,"210,622",3.63,5.86,-0.14,4.18
New Jersey,NJ,08755,353,160,"30,726","2,458","659,498",4.66,8.00,-0.34,1.60
New Jersey,NJ,08757,17,9,"1,851",122,"60,554",3.06,6.59,-1.28,3.40
New Jersey,NJ,08758,1,1,194,0,"4,523",4.29,0.00,,
New Jersey,NJ,08759,39,26,"9,982",660,"174,980",5.70,6.61,-1.17,-3.65
New Jersey,NJ,08801,9,2,167,0,"6,927",2.41,0.00,-5.35,0.00
New Jersey,NJ,08802,4,0,0,0,"1,075",0.00,0.00,0.00,0.00
New Jersey,NJ,08804,2,1,11,0,"2,823",0.39,0.00,-1.04,0.00
New Jersey,NJ,08805,25,7,878,12,"24,738",3.55,1.37,-0.20,-0.31
New Jersey,NJ,08807,140,40,"4,481",93,"153,913",2.91,2.08,-0.67,-2.99
New Jersey,NJ,08809,44,15,618,59,"53,364",1.16,9.55,-0.47,2.01
New Jersey,NJ,08810,17,8,825,55,"17,956",4.59,6.67,-0.08,-3.42
New Jersey,NJ,08812,40,22,"1,649",105,"52,442",3.14,6.37,-0.11,4.27
New Jersey,NJ,08816,301,102,"15,068","1,355","394,673",3.82,8.99,0.14,1.94
New Jersey,NJ,08817,65,20,"2,245",38,"98,664",2.28,1.69,-0.51,-0.74
New Jersey,NJ,08820,353,164,"20,462","1,455","465,427",4.40,7.11,0.14,1.08
New Jersey,NJ,08822,244,95,"8,966",399,"260,778",3.44,4.45,0.02,0.73
New Jersey,NJ,08823,13,7,529,37,"9,897",5.35,6.99,-0.22,2.94
New Jersey,NJ,08824,49,15,"1,004",53,"43,864",2.29,5.28,0.05,2.51
New Jersey,NJ,08825,2,0,0,0,250,0.00,0.00,0.00,0.00
New Jersey,NJ,08826,7,1,285,20,"4,955",5.75,7.02,4.69,7.02
New Jersey,NJ,08827,14,6,909,77,"21,917",4.15,8.47,-0.75,4.18
New Jersey,NJ,08830,69,18,"2,050",268,"62,859",3.26,13.07,0.54,12.16
New Jersey,NJ,08831,104,48,"5,984",435,"177,169",3.38,7.27,0.01,3.45
New Jersey,NJ,08833,20,4,677,30,"9,111",7.43,4.43,-2.57,0.39
New Jersey,NJ,08835,14,5,361,0,"12,543",2.88,0.00,-0.38,0.00
New Jersey,NJ,08836,10,4,"1,101",34,"30,389",3.62,3.09,-0.76,-1.18
New Jersey,NJ,08837,93,54,"4,141",45,"125,848",3.29,1.09,-0.23,-0.56
New Jersey,NJ,08840,67,21,"1,757",19,"94,078",1.87,1.08,0.06,-0.37
New Jersey,NJ,08844,152,50,"5,014",354,"133,522",3.76,7.06,0.02,-1.01
New Jersey,NJ,08846,15,4,328,29,"14,954",2.19,8.84,-0.71,8.84
New Jersey,NJ,08848,19,12,"1,164",97,"25,588",4.55,8.33,0.65,-0.74
New Jersey,NJ,08850,11,4,80,0,"3,387",2.36,0.00,-0.79,0.00
New Jersey,NJ,08852,19,1,57,0,"10,605",0.54,0.00,-0.87,0.00
New Jersey,NJ,08853,4,3,355,36,"6,781",5.24,10.14,0.43,6.07
New Jersey,NJ,08854,109,33,"2,496",24,"90,127",2.77,0.96,0.33,-0.02
New Jersey,NJ,08857,144,60,"7,539",201,"217,300",3.47,2.67,-0.10,0.75
New Jersey,NJ,08858,1,0,0,0,28,0.00,0.00,0.00,0.00
New Jersey,NJ,08859,43,16,"1,058",105,"28,557",3.70,9.92,-0.06,2.57
New Jersey,NJ,08861,110,53,"5,209",66,"179,182",2.91,1.27,-0.91,-1.97
New Jersey,NJ,08863,20,7,279,0,"20,274",1.38,0.00,-1.12,0.00
New Jersey,NJ,08865,147,67,"7,420",250,"215,578",3.44,3.37,-0.65,2.02
New Jersey,NJ,08867,3,0,0,0,83,0.00,0.00,0.00,0.00
New Jersey,NJ,08869,22,7,708,0,"27,997",2.53,0.00,-0.21,0.00
New Jersey,NJ,08872,10,6,519,14,"14,826",3.50,2.70,-0.73,-4.94
New Jersey,NJ,08873,221,97,"11,617",738,"255,193",4.55,6.35,-0.18,1.09
New Jersey,NJ,08876,160,73,"4,572",206,"131,847",3.47,4.51,-0.65,1.34
New Jersey,NJ,08879,22,6,653,11,"19,177",3.41,1.68,-6.96,-9.38
New Jersey,NJ,08880,3,1,130,0,"3,389",3.84,0.00,2.72,0.00
New Jersey,NJ,08882,11,5,240,0,"10,616",2.26,0.00,0.20,0.00
New Jersey,NJ,08884,7,3,"1,798",73,"41,342",4.35,4.06,1.36,4.06
New Jersey,NJ,08889,20,5,411,12,"12,592",3.26,2.92,0.40,-0.51
New Jersey,NJ,08901,615,218,"11,323",636,"285,441",3.97,5.62,-1.19,0.10
New Jersey,NJ,08902,104,32,"2,623",150,"78,950",3.32,5.72,-0.36,-0.68
New Jersey,NJ,08904,40,9,986,28,"29,710",3.32,2.84,0.26,-0.16
New Mexico,NM,87001,4,1,134,14,"2,208",6.07,10.45,-0.64,10.45
New Mexico,NM,87002,30,18,"6,022",208,"99,745",6.04,3.45,-0.69,-0.15
New Mexico,NM,87004,19,10,"1,102",166,"31,114",3.54,15.06,-1.39,5.24
New Mexico,NM,87008,15,8,930,53,"13,270",7.01,5.70,-4.01,-5.52
New Mexico,NM,87010,1,1,217,17,"2,034",10.67,7.83,3.99,-12.89
New Mexico,NM,87013,12,10,955,12,"15,936",5.99,1.26,-0.25,1.26
New Mexico,NM,87015,19,7,"1,874",149,"23,845",7.86,7.95,1.25,-0.41
New Mexico,NM,87016,5,3,120,31,"4,186",2.87,25.83,-1.17,-5.57
New Mexico,NM,87020,23,13,"2,136",93,"38,879",5.49,4.35,0.06,-0.86
New Mexico,NM,87022,9,4,242,0,"6,032",4.01,0.00,-0.96,0.00
New Mexico,NM,87024,8,3,143,0,"2,767",5.17,0.00,1.04,0.00
New Mexico,NM,87026,1,0,0,0,386,0.00,0.00,,
New Mexico,NM,87031,54,22,"6,457",351,"110,720",5.83,5.44,-1.01,-0.51
New Mexico,NM,87034,38,12,505,0,"18,539",2.72,0.00,-2.53,0.00
New Mexico,NM,87035,9,8,"1,749",115,"24,289",7.20,6.58,0.39,0.95
New Mexico,NM,87036,1,1,305,29,"4,028",7.57,9.51,2.91,9.51
New Mexico,NM,87038,1,0,0,0,31,0.00,0.00,0.00,0.00
New Mexico,NM,87043,2,1,18,0,138,13.04,0.00,13.04,0.00
New Mexico,NM,87047,2,2,177,0,"2,432",7.28,0.00,2.61,-7.76
New Mexico,NM,87048,7,5,335,0,"6,314",5.31,0.00,2.35,-5.83
New Mexico,NM,87049,8,4,236,0,"5,232",4.51,0.00,-1.28,0.00
New Mexico,NM,87052,7,3,159,0,"4,539",3.50,0.00,-1.73,-18.33
New Mexico,NM,87053,2,1,119,0,984,12.09,0.00,-27.89,-7.67
New Mexico,NM,87059,3,1,282,32,"3,921",7.19,11.35,-28.99,-5.82
New Mexico,NM,87068,2,1,401,0,"3,013",13.31,0.00,2.98,0.00
New Mexico,NM,87102,366,166,"17,936","1,475","386,903",4.64,8.22,-1.02,0.36
New Mexico,NM,87104,9,2,158,0,"3,134",5.04,0.00,-6.82,0.00
New Mexico,NM,87105,67,40,"6,809",203,"121,442",5.61,2.98,0.50,0.41
New Mexico,NM,87106,626,265,"19,651","1,136","327,940",5.99,5.78,-1.06,0.65
New Mexico,NM,87107,86,44,"7,029",379,"120,347",5.84,5.39,-0.20,-0.90
New Mexico,NM,87108,171,77,"8,422",356,"119,943",7.02,4.23,0.15,-1.23
New Mexico,NM,87109,552,247,"41,464","4,410","564,614",7.34,10.64,-0.11,-0.55
New Mexico,NM,87110,227,115,"22,220","2,261","271,757",8.18,10.18,-1.08,-0.51
New Mexico,NM,87111,174,77,"14,173",817,"169,113",8.38,5.76,0.89,0.52
New Mexico,NM,87112,82,36,"6,381",428,"113,694",5.61,6.71,1.11,0.41
New Mexico,NM,87113,52,32,"9,824",683,"117,415",8.37,6.95,2.36,0.11
New Mexico,NM,87114,102,46,"3,906",222,"80,236",4.87,5.68,-4.10,-2.66
New Mexico,NM,87117,8,2,196,0,"2,510",7.81,0.00,0.25,-7.64
New Mexico,NM,87120,60,26,"4,949",235,"80,914",6.12,4.75,0.37,-0.16
New Mexico,NM,87121,28,14,660,62,"22,695",2.91,9.39,-1.73,5.08
New Mexico,NM,87122,34,10,"1,084",65,"19,933",5.44,6.00,-0.71,3.14
New Mexico,NM,87123,32,13,"2,306",165,"34,617",6.66,7.16,0.32,2.13
New Mexico,NM,87124,140,57,"13,309","1,745","176,497",7.54,13.11,0.18,2.14
New Mexico,NM,87144,32,18,"1,702",83,"22,818",7.46,4.88,-7.27,-17.95
New Mexico,NM,87301,195,86,"8,096",760,"130,195",6.22,9.39,-1.48,2.96
New Mexico,NM,87305,1,1,72,13,984,7.32,18.06,2.22,18.06
New Mexico,NM,87313,19,7,884,41,"18,557",4.76,4.64,-1.47,-5.61
New Mexico,NM,87323,2,0,0,0,544,0.00,0.00,-8.83,0.00
New Mexico,NM,87325,5,2,70,0,956,7.32,0.00,2.44,0.00
New Mexico,NM,87327,38,14,438,12,"22,708",1.93,2.74,-0.16,-3.66
New Mexico,NM,87357,5,2,229,32,"3,609",6.35,13.97,-2.13,13.97
New Mexico,NM,87401,245,149,"17,341",929,"257,964",6.72,5.36,-0.29,0.71
New Mexico,NM,87402,38,16,379,0,"6,854",5.53,0.00,-7.18,-2.40
New Mexico,NM,87410,6,6,"1,510",24,"23,373",6.46,1.59,-0.38,-1.71
New Mexico,NM,87413,7,3,363,0,"6,407",5.67,0.00,1.50,0.00
New Mexico,NM,87417,6,2,24,0,248,9.68,0.00,-2.08,0.00
New Mexico,NM,87418,1,0,0,0,29,0.00,0.00,0.00,0.00
New Mexico,NM,87420,96,35,"2,726",214,"62,011",4.40,7.85,-1.43,5.38
New Mexico,NM,87501,60,30,"4,179",209,"58,575",7.13,5.00,-2.11,-0.46
New Mexico,NM,87505,408,201,"29,014","1,527","397,467",7.30,5.26,0.03,0.75
New Mexico,NM,87506,10,5,"1,279",28,"15,371",8.32,2.19,0.52,1.31
New Mexico,NM,87507,56,21,"2,550",132,"53,235",4.79,5.18,-0.42,0.05
New Mexico,NM,87508,10,3,309,15,"6,584",4.69,4.85,1.62,-0.41
New Mexico,NM,87510,1,1,451,17,"2,962",15.23,3.77,0.50,3.77
New Mexico,NM,87520,2,1,103,14,"1,010",10.20,13.59,0.85,13.59
New Mexico,NM,87522,1,0,0,0,92,0.00,0.00,,
New Mexico,NM,87525,1,0,0,0,29,0.00,0.00,0.00,0.00
New Mexico,NM,87528,12,8,371,39,"5,994",6.19,10.51,0.96,4.04
New Mexico,NM,87529,3,2,48,0,282,17.02,0.00,11.27,0.00
New Mexico,NM,87530,14,10,"2,321",126,"14,782",15.70,5.43,1.85,-4.45
New Mexico,NM,87531,3,3,350,37,"3,113",11.24,10.57,-2.14,5.99
New Mexico,NM,87532,74,43,"5,952",145,"88,635",6.72,2.44,-0.38,-0.68
New Mexico,NM,87533,1,1,18,0,76,23.68,0.00,-4.72,0.00
New Mexico,NM,87535,1,0,0,0,182,0.00,0.00,0.00,0.00
New Mexico,NM,87544,78,32,"3,875",177,"66,639",5.81,4.57,-0.22,-0.78
New Mexico,NM,87552,5,4,706,14,"7,023",10.05,1.98,-2.21,-4.85
New Mexico,NM,87553,5,4,454,0,"4,333",10.48,0.00,3.52,0.00
New Mexico,NM,87556,1,1,20,0,98,20.41,0.00,12.03,0.00
New Mexico,NM,87557,1,1,59,0,248,23.79,0.00,-9.84,0.00
New Mexico,NM,87558,1,1,90,20,783,11.49,22.22,-12.04,-20.64
New Mexico,NM,87560,1,1,75,0,"2,341",3.20,0.00,-0.31,0.00
New Mexico,NM,87571,95,61,"9,081",635,"109,590",8.29,6.99,-0.20,-0.74
New Mexico,NM,87574,1,0,0,0,16,0.00,0.00,0.00,0.00
New Mexico,NM,87575,3,2,266,0,"6,205",4.29,0.00,-3.87,-1.18
New Mexico,NM,87580,1,0,0,0,"2,752",0.00,0.00,0.00,0.00
New Mexico,NM,87701,66,35,"6,332",196,"124,422",5.09,3.10,0.08,0.77
New Mexico,NM,87710,4,3,199,0,"3,188",6.24,0.00,-2.10,0.00
New Mexico,NM,87714,1,0,0,0,"1,030",0.00,0.00,-2.85,0.00
New Mexico,NM,87732,4,4,186,0,"4,288",4.34,0.00,-3.80,0.00
New Mexico,NM,87734,1,0,0,0,319,0.00,0.00,0.00,0.00
New Mexico,NM,87740,18,13,"3,212",102,"49,720",6.46,3.18,-0.56,0.17
New Mexico,NM,87743,1,1,117,0,"1,533",7.63,0.00,2.14,0.00
New Mexico,NM,87747,2,1,314,0,"3,343",9.39,0.00,2.60,0.00
New Mexico,NM,87801,27,14,"4,463",278,"34,820",12.82,6.23,3.84,3.18
New Mexico,NM,87825,4,2,74,0,"3,822",1.94,0.00,1.38,0.00
New Mexico,NM,87830,2,2,689,84,"5,001",13.78,12.19,-0.96,3.44
New Mexico,NM,87901,27,12,"1,846",123,"34,363",5.37,6.66,-2.72,-6.03
New Mexico,NM,87935,1,0,0,0,118,0.00,0.00,0.00,0.00
New Mexico,NM,87937,11,5,545,0,"11,920",4.57,0.00,-1.65,-5.14
New Mexico,NM,88001,94,27,"6,641",266,"91,844",7.23,4.01,2.49,2.03
New Mexico,NM,88003,1,0,0,0,17,0.00,0.00,0.00,0.00
New Mexico,NM,88004,1,0,0,0,46,0.00,0.00,,
New Mexico,NM,88005,73,33,"3,297",171,"70,920",4.65,5.19,-0.15,-0.49
New Mexico,NM,88007,20,5,225,0,"7,358",3.06,0.00,-0.52,0.00
New Mexico,NM,88008,19,7,684,0,"33,798",2.02,0.00,-0.63,0.00
New Mexico,NM,88011,355,181,"17,748",790,"453,667",3.91,4.45,-1.63,-3.99
New Mexico,NM,88012,29,12,815,13,"32,651",2.50,1.60,0.47,-0.06
New Mexico,NM,88021,10,7,313,0,"16,447",1.90,0.00,-0.86,-3.73
New Mexico,NM,88023,2,2,411,20,"9,831",4.18,4.87,-1.26,4.87
New Mexico,NM,88028,1,1,175,41,"3,608",4.85,23.43,-3.57,-3.21
New Mexico,NM,88029,1,1,47,0,"3,700",1.27,0.00,-0.65,0.00
New Mexico,NM,88030,46,26,"5,574",361,"114,384",4.87,6.48,-0.50,-2.96
New Mexico,NM,88044,1,0,0,0,19,0.00,0.00,,
New Mexico,NM,88045,15,9,"1,994",229,"23,297",8.56,11.48,-2.85,0.69
New Mexico,NM,88046,1,0,0,0,"1,435",0.00,0.00,-5.33,0.00
New Mexico,NM,88061,93,51,"8,723","1,445","127,527",6.84,16.57,-0.59,1.38
New Mexico,NM,88063,10,6,198,20,"6,402",3.09,10.10,-0.43,10.10
New Mexico,NM,88081,9,3,289,0,"22,487",1.29,0.00,-0.77,0.00
New Mexico,NM,88101,107,47,"6,905",161,"139,208",4.96,2.33,-0.34,-0.75
New Mexico,NM,88103,9,1,12,0,"1,171",1.02,0.00,-4.12,0.00
New Mexico,NM,88119,5,4,684,33,"12,295",5.56,4.82,-1.01,0.85
New Mexico,NM,88124,1,1,74,11,471,15.71,14.86,11.18,14.86
New Mexico,NM,88130,38,19,"2,698",250,"50,094",5.39,9.27,-0.68,2.24
New Mexico,NM,88201,159,83,"10,838",484,"253,818",4.27,4.47,-0.25,1.27
New Mexico,NM,88203,32,16,"4,243",221,"59,759",7.10,5.21,-0.39,0.80
New Mexico,NM,88210,34,20,"4,706",116,"54,491",8.64,2.46,0.78,-0.46
New Mexico,NM,88220,74,46,"8,801",502,"153,562",5.73,5.70,-0.68,-0.56
New Mexico,NM,88230,2,1,129,0,"2,946",4.38,0.00,-5.02,0.00
New Mexico,NM,88231,1,0,0,0,575,0.00,0.00,-5.64,0.00
New Mexico,NM,88240,73,36,"6,616",359,"91,225",7.25,5.43,2.06,1.78
New Mexico,NM,88242,1,0,0,0,88,0.00,0.00,0.00,0.00
New Mexico,NM,88252,2,2,347,11,"5,731",6.05,3.17,-1.39,3.17
New Mexico,NM,88260,64,41,"6,455",228,"113,749",5.67,3.53,-1.60,-1.13
New Mexico,NM,88267,1,1,24,0,540,4.44,0.00,-2.81,0.00
New Mexico,NM,88301,4,2,253,0,"4,273",5.92,0.00,-0.36,0.00
New Mexico,NM,88310,125,64,"7,804",305,"145,418",5.37,3.91,0.47,1.19
New Mexico,NM,88317,2,1,342,0,"4,061",8.42,0.00,0.69,-4.62
New Mexico,NM,88330,4,1,22,0,"1,130",1.95,0.00,-6.45,-6.14
New Mexico,NM,88336,2,1,33,0,"1,470",2.24,0.00,-3.89,0.00
New Mexico,NM,88340,5,1,180,0,"10,408",1.73,0.00,-1.99,-4.84
New Mexico,NM,88345,37,19,"5,877",395,"68,570",8.57,6.72,0.55,0.54
New Mexico,NM,88346,1,0,0,0,24,0.00,0.00,-30.21,0.00
New Mexico,NM,88352,2,2,365,15,"6,047",6.04,4.11,1.17,4.11
New Mexico,NM,88401,14,9,"1,410",45,"21,315",6.62,3.19,0.21,-1.30
New Mexico,NM,88415,9,7,"5,019","1,058","15,806",31.75,21.08,21.37,13.66
New Mexico,NM,88426,1,1,21,0,"3,739",0.56,0.00,-1.31,0.00
New Mexico,NM,88435,17,15,"1,660",22,"27,503",6.04,1.33,-0.12,1.33
New York,NY,10001,179,36,"2,125",226,"179,512",1.18,10.64,-0.02,4.69
New York,NY,10002,207,51,"2,803",103,"379,246",0.74,3.67,-0.22,2.15
New York,NY,10003,"1,215",299,"19,377","1,600","674,491",2.87,8.26,-1.52,-3.55
New York,NY,10004,29,5,120,0,"8,338",1.44,0.00,1.44,0.00
New York,NY,10005,15,4,663,141,"2,280",29.08,21.27,19.72,21.27
New York,NY,10006,46,8,"2,082",307,"34,500",6.03,14.75,3.53,11.21
New York,NY,10007,77,17,"3,225",415,"33,241",9.70,12.87,0.41,4.79
New York,NY,10009,76,15,792,25,"55,972",1.41,3.16,-0.79,2.04
New York,NY,10010,367,84,"8,409",830,"246,807",3.41,9.87,0.70,6.06
New York,NY,10011,403,107,"7,194",425,"263,762",2.73,5.91,-0.48,-0.99
New York,NY,10012,96,8,229,17,"15,750",1.45,7.42,-0.40,7.42
New York,NY,10013,367,70,"2,889",40,"1,334,273",0.22,1.38,-0.18,0.11
New York,NY,10014,73,18,"1,194",95,"60,687",1.97,7.96,-0.42,7.96
New York,NY,10016,"2,710",547,"28,387","2,241","1,236,245",2.30,7.89,0.07,3.80
New York,NY,10017,196,47,"4,749",405,"64,292",7.39,8.53,0.51,0.57
New York,NY,10018,30,8,270,0,"11,259",2.40,0.00,1.28,0.00
New York,NY,10019,925,239,"17,892","1,877","389,965",4.59,10.49,0.33,6.50
New York,NY,10020,16,1,20,0,"1,029",1.94,0.00,1.94,0.00
New York,NY,10021,"2,252",640,"41,740","3,022","1,207,174",3.46,7.24,-0.02,1.41
New York,NY,10022,596,119,"7,007",512,"269,903",2.60,7.31,-0.13,2.91
New York,NY,10023,302,36,"2,087",87,"158,234",1.32,4.17,-0.07,3.30
New York,NY,10024,357,49,"1,697",42,"155,575",1.09,2.47,-0.38,-1.91
New York,NY,10025,533,132,"9,298",449,"403,417",2.30,4.83,-0.14,2.02
New York,NY,10026,33,14,795,12,"43,842",1.81,1.51,-2.08,-3.45
New York,NY,10027,106,30,"3,598",0,"188,816",1.91,0.00,-0.21,-2.01
New York,NY,10028,466,105,"8,090","1,138","327,584",2.47,14.07,-1.09,3.24
New York,NY,10029,"2,083",549,"30,468","1,923","1,090,728",2.79,6.31,-0.26,0.63
New York,NY,10030,20,4,281,11,"15,965",1.76,3.91,-0.49,3.91
New York,NY,10031,59,17,"1,166",17,"138,924",0.84,1.46,-0.42,1.46
New York,NY,10032,"1,892",404,"19,814","1,095","1,076,161",1.84,5.53,-0.17,0.98
New York,NY,10033,137,30,"4,163",54,"438,951",0.95,1.30,-0.03,-0.25
New York,NY,10034,143,37,"2,288",21,"248,717",0.92,0.92,-0.28,-0.51
New York,NY,10035,191,48,"3,489",59,"161,671",2.16,1.69,-0.35,-4.83
New York,NY,10036,163,29,"2,859",198,"84,441",3.39,6.93,1.35,5.15
New York,NY,10037,319,40,"3,179",137,"149,463",2.13,4.31,-0.50,1.42
New York,NY,10038,267,76,"16,715","2,946","294,756",5.67,17.62,2.56,8.24
New York,NY,10039,11,5,526,27,"23,088",2.28,5.13,-0.95,-12.91
New York,NY,10040,66,19,"1,314",45,"170,776",0.77,3.42,-0.13,2.65
New York,NY,10044,51,14,547,11,"41,333",1.32,2.01,-1.25,-17.33
New York,NY,10065,"1,444",429,"20,296","1,408","394,922",5.14,6.94,0.16,-0.90
New York,NY,10069,10,1,103,22,"1,366",7.54,21.36,3.34,-9.57
New York,NY,10075,442,105,"4,227",52,"177,627",2.38,1.23,-0.30,0.10
New York,NY,10110,3,0,0,0,85,0.00,0.00,0.00,0.00
New York,NY,10111,22,1,29,0,"1,356",2.14,0.00,-2.26,0.00
New York,NY,10112,3,0,0,0,240,0.00,0.00,0.00,0.00
New York,NY,10119,138,96,"6,771",290,"100,438",6.74,4.28,-3.73,-0.18
New York,NY,10128,511,108,"5,712",168,"369,766",1.54,2.94,0.03,0.43
New York,NY,10162,3,0,0,0,"1,526",0.00,0.00,0.00,0.00
New York,NY,10165,5,0,0,0,328,0.00,0.00,0.00,0.00
New York,NY,10167,2,1,11,0,80,13.75,0.00,13.75,0.00
New York,NY,10168,7,0,0,0,"1,917",0.00,0.00,0.00,0.00
New York,NY,10169,2,1,50,0,256,19.53,0.00,1.28,0.00
New York,NY,10170,9,3,102,0,"7,543",1.35,0.00,0.19,0.00
New York,NY,10173,1,1,15,0,60,25.00,0.00,25.00,0.00
New York,NY,10174,3,0,0,0,134,0.00,0.00,-6.90,0.00
New York,NY,10279,4,3,58,0,465,12.47,0.00,12.47,0.00
New York,NY,10280,4,0,0,0,789,0.00,0.00,0.00,0.00
New York,NY,10282,3,0,0,0,240,0.00,0.00,-0.72,0.00
New York,NY,10301,174,36,"4,202",420,"247,586",1.70,10.00,-0.96,4.37
New York,NY,10302,27,8,834,83,"20,724",4.02,9.95,-6.22,6.34
New York,NY,10303,13,3,72,0,"11,040",0.65,0.00,-1.16,0.00
New York,NY,10304,154,54,"9,679","1,330","225,711",4.29,13.74,-0.26,0.43
New York,NY,10305,658,138,"7,734",522,"304,378",2.54,6.75,0.16,0.16
New York,NY,10306,188,70,"8,917",365,"370,831",2.40,4.09,-0.62,0.51
New York,NY,10307,11,5,245,0,"18,410",1.33,0.00,-0.18,0.00
New York,NY,10308,33,11,"1,307",135,"53,124",2.46,10.33,-1.43,3.38
New York,NY,10309,51,18,"1,840",111,"73,535",2.50,6.03,-0.13,2.80
New York,NY,10310,211,37,"2,524",69,"154,749",1.63,2.73,-1.18,0.23
New York,NY,10311,4,0,0,0,270,0.00,0.00,0.00,0.00
New York,NY,10312,150,38,"4,861",256,"216,870",2.24,5.27,-0.15,4.52
New York,NY,10314,261,79,"13,460","1,580","341,509",3.94,11.74,-0.02,1.51
New York,NY,10451,518,102,"5,440",204,"429,566",1.27,3.75,-0.45,-3.04
New York,NY,10452,72,14,"1,253",34,"99,454",1.26,2.71,-0.43,-0.05
New York,NY,10453,291,138,"14,970",640,"763,135",1.96,4.28,0.13,2.22
New York,NY,10454,46,13,"1,186",11,"60,941",1.95,0.93,0.98,0.93
New York,NY,10455,37,10,"1,039",13,"53,073",1.96,1.25,-0.59,-2.05
New York,NY,10456,172,26,"1,726",62,"146,537",1.18,3.59,0.12,2.45
New York,NY,10457,823,209,"9,351",157,"549,751",1.70,1.68,-0.52,-1.46
New York,NY,10458,185,75,"10,540","1,005","386,196",2.73,9.54,-0.17,1.51
New York,NY,10459,132,30,"1,881",17,"254,852",0.74,0.90,-0.52,0.90
New York,NY,10460,59,17,"1,188",64,"76,350",1.56,5.39,0.04,3.15
New York,NY,10461,"1,191",296,"23,368","1,665","914,533",2.56,7.13,-0.14,1.95
New York,NY,10462,138,47,"4,197",13,"280,532",1.50,0.31,-0.56,-1.46
New York,NY,10463,174,60,"5,320",234,"281,886",1.89,4.40,-0.15,0.53
